EmployeeID,Age,EducationLevel,YearsAtCompany,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,PerformanceRating,MonthlyIncome,Gender_Encoded,Attrition_Encoded,Overtime_Encoded,Department_Encoded,JobRole_Encoded
1272,55,2,7,2,3,0,3,30698,0,0,1,4,0
1273,46,1,6,4,3,6,4,66006,0,0,1,2,3
1274,28,2,13,3,2,6,3,157594,1,0,1,3,2
1275,25,4,19,1,2,9,3,37576,0,0,1,4,0
1276,29,3,10,2,2,0,4,74670,0,0,0,3,2
1277,41,1,15,1,2,0,2,18318,0,1,1,1,3
1278,50,2,3,3,2,8,4,63058,1,0,0,2,2
1279,31,3,18,4,3,6,3,193739,0,0,0,0,2
1280,55,1,14,3,2,3,4,187455,0,0,0,4,3
1281,47,3,3,2,3,8,2,13664,0,0,1,2,3
1282,24,2,11,2,1,4,4,198796,0,0,0,0,3
1283,27,3,10,4,3,2,3,30243,1,0,1,1,1
1284,26,3,29,2,2,1,3,236423,0,0,1,4,3
1285,26,2,17,3,2,8,3,196276,1,0,0,3,2
1286,44,2,13,2,1,3,4,222999,0,0,0,1,3
1287,30,2,25,3,2,6,3,34280,1,0,1,0,0
1288,56,1,2,4,3,0,3,29393,1,1,0,4,3
1289,41,2,28,2,3,8,3,171027,1,1,1,4,3
1290,56,1,13,3,3,8,2,11680,0,0,0,1,4
1291,39,1,19,3,3,9,2,23982,1,0,0,4,2
1292,38,2,5,2,4,5,3,40211,0,0,0,0,2
1293,45,3,16,2,3,5,2,15235,0,0,1,1,0
1294,24,1,10,3,2,5,4,57641,1,0,0,3,1
1295,53,2,12,1,2,4,3,33958,1,0,0,1,4
1296,56,2,20,4,1,0,3,35856,1,0,1,1,0
1297,59,2,13,1,3,3,2,12967,0,0,0,3,0
1298,34,1,21,1,2,9,3,236867,0,0,0,0,2
1299,46,4,16,2,3,0,4,67716,1,0,0,2,4
1300,30,2,22,1,2,4,3,163212,1,1,0,2,2
1301,25,2,21,2,3,3,3,32269,0,1,1,3,1
1302,35,1,26,2,4,7,2,20154,0,0,0,0,2
1303,58,2,1,3,2,0,3,30413,0,0,0,4,3
1304,55,3,22,4,3,7,3,238290,0,0,1,3,2
1305,32,2,9,3,3,7,2,16002,1,1,0,2,3
1306,24,2,16,1,4,0,3,32602,1,0,0,0,0
1307,49,1,19,4,2,8,4,59735,1,1,0,1,1
1308,50,4,15,2,3,8,2,18893,1,0,0,0,3
1309,30,1,18,2,2,5,3,31164,1,0,0,0,1
1310,24,3,22,2,3,0,4,261822,1,1,1,2,2
1311,46,2,12,2,3,6,4,245620,1,0,1,2,2
1312,55,2,14,4,3,6,2,12134,0,0,0,4,0
1313,33,2,3,2,2,8,3,34425,0,0,0,4,2
1314,30,1,4,3,3,0,4,64967,0,0,0,3,3
1315,36,2,6,2,2,7,2,8029,0,0,0,1,0
1316,46,2,16,3,2,7,3,30155,1,1,0,4,1
1317,26,1,28,3,3,6,3,34871,0,0,0,2,0
1318,32,3,13,2,3,5,3,31399,1,0,1,0,1
1319,55,1,12,3,4,0,3,32715,0,0,0,3,4
1320,45,2,22,3,3,9,4,247179,1,1,0,4,3
1321,36,2,12,3,1,7,2,15765,0,1,0,0,3
1322,59,1,2,3,2,4,3,26208,1,0,1,0,1
1323,29,2,29,3,1,3,3,195013,1,1,0,4,2
1324,26,2,13,1,2,4,2,21469,0,0,0,1,2
1325,47,2,3,3,2,4,2,11701,1,0,1,1,4
1326,39,2,13,2,2,9,4,59162,0,0,0,3,1
1327,27,2,25,2,2,2,3,38931,0,0,0,1,4
1328,58,3,2,4,3,3,3,28121,0,0,0,3,1
1329,34,2,19,1,3,3,3,36433,0,0,0,2,4
1330,49,2,9,2,3,7,2,8856,0,0,1,4,1
1331,26,3,20,1,2,4,3,219091,1,1,0,0,3
1332,34,1,1,1,2,5,2,6283,0,0,1,3,4
1333,38,2,27,2,2,9,3,36659,0,1,0,1,4
1334,53,2,13,4,2,1,2,11602,0,0,1,3,1
1335,50,3,2,2,3,8,4,61503,1,0,0,3,0
1336,24,4,15,3,2,7,3,36763,0,1,1,1,0
1337,55,3,19,1,3,7,3,158310,0,0,1,1,3
1338,48,2,25,3,4,9,3,234627,0,0,0,4,2
1339,34,2,25,4,2,4,2,23997,1,0,0,0,2
1340,54,2,16,2,2,4,4,174870,1,0,0,4,3
1341,27,2,11,4,4,2,2,19348,1,1,1,4,2
1342,45,4,15,4,3,1,3,34006,0,0,0,1,1
1343,40,1,6,3,3,8,2,7991,0,0,0,1,0
1344,37,2,14,2,3,5,4,168468,1,1,0,0,3
1345,49,3,27,3,1,7,3,37688,1,0,0,3,1
1346,54,3,6,4,1,3,2,20263,1,0,1,4,3
1347,34,1,19,1,2,4,3,33156,1,0,1,0,0
1348,46,1,5,2,2,9,4,64214,0,0,0,4,2
1349,57,2,11,2,2,4,3,30959,0,0,0,3,1
1350,48,2,4,2,2,9,3,28642,1,0,0,4,0
1351,59,2,26,4,3,3,2,20439,0,0,0,2,3
1352,28,2,26,2,3,1,2,18957,1,0,0,0,4
1353,26,4,28,2,2,5,2,18494,0,0,0,1,1
1354,52,2,9,3,1,3,3,34618,1,1,0,4,3
1355,44,2,9,2,3,3,3,38621,1,0,0,0,3
1356,31,2,17,2,2,9,4,62043,1,0,1,0,0
1357,53,1,8,3,3,2,3,37188,0,0,1,4,3
1358,51,2,15,2,3,7,2,9616,0,0,0,1,1
1359,52,3,9,2,3,5,3,32257,0,0,0,1,1
1360,39,3,5,1,2,8,3,39139,1,0,1,4,3
1361,57,1,4,3,3,4,3,26423,1,0,1,0,0
1362,23,3,26,4,2,5,3,37402,1,1,0,1,1
1363,35,2,20,4,2,8,1,13988,0,0,0,4,4
1364,34,2,18,2,2,3,2,25336,1,1,0,4,2
1365,50,1,9,3,4,9,3,29297,0,0,0,4,0
1366,33,3,21,4,2,6,2,17122,0,0,0,0,0
1367,23,1,27,2,4,9,3,195098,0,0,0,1,2
1368,53,2,3,4,1,9,3,40060,1,0,1,0,2
1369,34,3,22,4,1,5,4,65927,1,0,0,2,1
1370,48,1,9,2,3,5,4,67646,1,0,1,1,3
1371,38,2,9,2,2,5,4,64436,0,1,0,0,3
1372,52,1,28,1,2,3,4,66513,0,0,0,1,4
1373,55,2,29,1,2,9,4,245737,1,0,1,2,3
1374,45,2,21,4,2,5,3,33815,1,0,1,3,4
1375,56,2,24,4,2,6,4,67239,0,1,1,4,4
1376,27,3,4,1,3,1,3,32635,0,0,0,0,0
1377,40,2,21,3,3,8,4,64337,1,0,1,2,0
1378,51,1,7,3,4,6,2,5218,0,0,0,2,1
1379,28,2,7,2,3,2,3,37248,1,0,0,1,2
1380,31,3,29,3,3,9,4,180473,1,0,0,1,2
1381,53,4,23,4,3,9,3,41886,0,0,0,4,4
1382,55,1,8,1,3,6,2,19690,0,0,0,1,2
1383,49,2,27,1,2,9,3,37581,0,0,0,0,4
1384,36,3,21,1,2,9,3,242039,1,0,1,0,2
1385,51,3,1,2,3,4,3,27967,0,0,1,0,1
1386,58,2,27,2,2,8,3,35536,1,1,0,3,0
1387,50,2,9,2,4,5,2,11076,1,0,0,0,0
1388,43,2,25,3,3,6,4,64602,0,0,1,1,4
1389,25,1,23,3,2,3,3,172996,1,0,0,1,2
1390,41,3,12,2,3,1,2,19285,0,0,0,0,3
1391,53,1,6,2,2,3,4,56726,0,0,0,2,1
1392,57,2,13,4,4,8,3,229472,1,0,0,2,2
1393,25,2,29,4,4,2,3,210264,1,0,0,2,3
1394,48,2,5,2,3,6,4,58105,1,1,0,4,1
1395,38,2,21,2,2,3,4,61348,1,0,0,3,1
1396,33,2,19,4,2,2,3,31818,0,0,0,0,0
1397,43,2,26,1,3,4,1,19747,0,0,0,4,4
1398,38,2,1,2,3,1,2,21917,1,0,0,2,2
1399,31,2,22,2,2,9,4,62067,1,0,1,0,1
1400,22,3,24,1,2,3,4,191886,0,0,1,4,2
1401,43,4,30,1,1,6,3,39318,0,0,0,1,1
1402,47,2,18,2,3,1,3,32023,1,0,0,2,0
1403,39,3,8,3,3,9,3,35518,1,0,1,4,4
1404,35,2,24,4,1,5,4,221472,0,0,1,1,3
1405,50,2,26,4,2,4,3,166903,1,1,1,2,3
1406,33,4,8,1,3,2,3,35212,1,0,0,3,0
1407,57,2,26,2,3,4,3,34763,0,0,0,2,1
1408,56,1,15,3,3,9,2,9816,0,0,0,3,0
1409,33,4,19,3,3,6,2,17198,0,1,0,3,4
1410,28,3,10,2,2,2,3,36700,0,0,0,3,3
1411,50,2,24,2,2,7,3,147265,0,0,0,0,2
1412,32,4,16,2,4,6,4,198624,1,0,0,0,3
1413,54,2,11,2,4,3,3,31188,1,0,0,3,4
1414,27,2,12,1,3,4,2,9291,1,0,0,1,1
1415,36,2,16,4,3,9,3,33359,1,1,0,3,0
1416,53,2,16,1,4,3,2,18528,0,0,0,4,3
1417,32,2,28,4,2,1,2,22173,0,0,0,3,3
1418,44,1,30,4,2,8,3,166825,0,0,0,0,2
1419,47,1,20,2,3,0,4,63562,0,1,0,0,0
1420,55,2,3,3,4,7,4,70636,1,0,0,4,2
1421,55,2,27,3,3,3,3,206876,1,1,0,4,2
1422,50,1,9,2,3,8,3,27796,0,1,0,2,1
1423,25,4,8,2,2,2,4,67504,0,0,0,1,3
1424,38,2,10,3,1,6,3,30570,0,1,0,1,0
1425,56,1,29,3,2,2,3,32577,0,1,1,1,1
1426,34,2,13,3,4,9,3,29080,0,0,1,0,1
1427,36,3,18,2,2,6,2,13071,0,1,0,1,1
1428,50,2,13,2,1,1,3,31769,1,1,0,2,4
1429,50,1,13,2,4,2,4,62348,0,0,0,2,4
1430,32,1,15,2,2,7,3,27716,0,0,0,1,1
1431,53,2,13,3,3,6,2,13710,1,1,0,4,4
1432,23,2,30,4,3,2,3,35624,0,0,0,2,0
1433,35,2,16,3,2,7,3,188238,1,1,0,4,3
1434,41,3,8,3,3,8,4,61998,0,0,0,0,0
1435,43,2,27,3,4,1,2,22655,1,0,1,2,3
1436,32,3,27,3,1,1,3,37731,0,0,0,4,4
1437,48,3,19,3,3,6,3,34456,1,0,0,1,0
1438,24,3,10,1,2,7,4,74567,0,0,0,0,2
1439,38,4,12,4,2,4,3,35431,1,1,0,3,1
1440,49,3,14,1,2,1,4,240587,1,0,0,3,3
1441,50,2,6,2,3,9,1,17150,1,0,0,1,3
1442,42,2,21,1,3,4,2,24859,0,0,1,0,2
1443,37,2,24,1,2,2,3,173676,1,0,0,0,2
1444,58,3,9,3,3,8,3,29876,1,0,1,0,1
1445,41,2,27,2,1,1,3,38686,0,0,0,0,4
1446,27,1,7,4,1,8,2,7195,0,0,0,3,0
1447,40,1,6,2,1,1,3,29243,0,1,0,4,0
1448,26,3,22,2,3,0,3,36772,1,0,0,0,0
1449,24,3,1,2,3,9,3,31730,0,0,1,4,4
1450,22,2,21,3,3,5,2,13532,1,1,1,0,1
1451,59,2,14,4,2,5,4,60283,1,0,0,2,0
1452,36,2,24,2,2,3,3,218675,0,1,0,2,3
1453,55,1,6,2,3,1,2,16653,0,0,1,2,3
1454,56,2,12,4,2,9,3,227537,0,1,1,0,3
1455,46,2,17,1,4,2,3,175852,1,0,0,4,2
1456,45,4,5,2,2,5,3,44293,1,1,0,3,2
1457,33,2,29,2,2,3,3,38932,1,1,1,1,4
1458,39,2,11,1,2,4,4,62444,0,0,0,3,0
1459,36,3,28,2,1,8,4,273433,1,0,0,0,2
1460,37,2,5,1,1,4,2,12038,1,0,0,2,3
1461,48,2,12,4,2,9,1,21805,1,0,0,2,2
1462,29,2,3,3,2,7,2,11301,0,0,0,4,3
1463,46,3,24,4,1,1,3,35462,1,1,0,0,0
1464,38,2,9,3,2,5,2,9898,0,0,1,3,4
1465,50,2,6,3,2,5,4,58037,1,0,1,0,1
1466,29,4,22,3,2,4,3,38425,0,0,1,0,1
1467,36,3,2,4,2,5,3,34131,1,0,0,2,3
1468,48,2,26,1,3,4,3,165406,0,0,0,3,2
1469,28,3,2,2,3,1,4,65571,0,0,0,1,2
1470,24,3,22,3,3,4,1,23914,1,0,0,2,3
1471,50,4,12,4,2,0,3,35062,0,1,0,3,0
1472,45,4,8,4,2,2,3,39263,1,0,0,4,3
1473,24,2,2,3,2,6,3,30546,0,0,0,2,0
1474,41,2,9,1,3,3,3,32070,0,0,1,4,4
1475,36,1,29,1,2,7,1,18140,1,0,0,2,4
1476,46,2,16,4,2,2,3,195940,1,0,0,0,3
1477,51,3,28,2,1,6,4,69033,1,0,1,3,4
1478,35,3,30,1,4,1,2,28321,1,0,1,4,2
1479,28,2,25,4,3,7,3,37022,1,0,1,2,0
1480,38,2,15,1,2,2,2,10259,1,1,0,4,1
1481,41,2,14,3,2,5,3,30571,1,1,1,2,1
1482,57,2,20,3,3,1,3,35058,0,0,0,2,4
1483,30,3,4,1,2,6,3,29634,1,1,0,1,0
1484,59,2,4,2,3,3,3,36303,1,1,0,1,2
1485,43,1,11,1,3,5,2,7139,0,0,0,1,1
1486,23,2,21,3,2,1,3,240716,1,0,0,4,2
1487,45,2,24,2,1,2,3,160662,1,1,0,0,2
1488,29,4,18,1,2,2,1,14635,1,1,0,2,1
1489,32,2,27,4,4,3,3,33742,0,1,0,3,1
1490,34,3,5,2,3,0,2,12799,0,1,0,1,4
1491,38,2,30,2,3,5,4,68936,1,1,0,4,0
1492,29,1,2,2,3,5,2,11215,0,0,1,4,3
1493,42,2,15,1,4,3,3,31391,0,1,0,4,0
1494,39,3,11,4,4,7,2,19310,0,0,1,3,3
1495,51,2,27,2,2,4,3,33860,0,0,1,3,1
1496,39,2,24,2,2,9,3,175489,0,0,1,1,2
1497,52,1,17,4,3,3,3,29913,1,1,1,3,0
1498,59,2,16,3,3,6,3,200835,1,0,0,1,2
1499,53,1,15,2,2,9,1,11676,1,0,0,3,0
1500,32,2,23,4,3,9,2,16216,0,0,0,3,0
1501,46,2,3,3,2,7,4,63764,0,0,1,3,2
1502,54,1,20,2,2,1,3,32686,0,0,0,1,4
1503,59,1,30,3,3,0,3,34486,0,0,1,2,1
1504,29,1,15,4,2,5,4,63080,1,0,0,1,4
1505,32,4,24,2,2,1,1,20301,0,0,0,2,4
1506,43,2,19,3,4,7,3,35152,0,0,1,4,0
1507,45,3,28,4,3,4,2,17768,0,0,0,4,1
1508,38,2,29,3,4,1,2,15942,0,0,0,1,0
1509,33,3,13,1,3,4,2,18766,0,1,0,2,3
1510,53,2,16,2,3,1,4,61727,1,0,0,2,0
1511,36,2,23,3,3,5,3,233299,0,0,0,2,2
1512,37,3,12,2,2,7,2,14543,1,0,0,4,0
1513,43,3,17,4,3,1,2,21599,0,1,0,1,3
1514,49,3,16,2,2,5,2,13146,0,0,0,0,0
1515,41,3,9,2,4,5,4,71519,1,0,0,2,3
1516,54,2,29,3,2,0,3,34188,0,0,0,2,1
1517,31,2,6,3,2,8,4,60647,1,0,0,0,0
1518,53,2,19,2,3,7,4,241350,1,1,0,1,3
1519,54,3,23,1,3,3,4,66889,1,0,0,2,1
1520,23,2,13,3,1,6,2,17010,0,0,0,1,2
1521,54,3,21,4,2,3,2,17725,0,0,0,2,4
1522,54,2,24,3,3,7,3,193504,0,0,1,3,3
1523,34,2,8,2,2,9,3,43978,1,0,0,2,2
1524,51,2,12,1,2,1,3,29569,0,0,0,3,1
1525,54,2,9,4,2,1,2,19103,0,0,0,1,2
1526,34,3,22,4,2,2,4,66534,1,0,0,2,0
1527,47,2,4,2,2,3,2,11360,1,0,0,4,4
1528,43,3,13,3,4,5,2,20972,1,0,0,4,3
1529,23,3,2,2,2,4,3,28290,0,0,1,0,1
1530,59,2,3,3,1,9,2,11567,0,1,1,4,4
1531,47,3,5,4,4,9,2,10770,0,0,1,3,1
1532,36,2,24,1,3,6,2,25999,1,0,1,4,2
1533,55,2,28,3,2,5,2,13563,0,0,0,4,1
1534,32,2,26,2,2,3,2,14118,1,0,0,4,1
1535,24,2,18,2,3,9,2,26242,1,0,1,2,2
1536,27,2,21,3,2,8,3,236062,0,0,0,0,2
1537,30,3,14,1,3,6,3,35294,1,0,0,1,4
1538,27,2,25,3,3,0,3,202893,0,1,1,0,3
1539,30,2,2,2,2,7,3,42362,1,1,0,3,2
1540,52,2,15,3,3,3,2,16499,0,0,0,2,4
1541,53,1,8,1,2,6,2,6601,1,1,1,2,1
1542,33,3,16,3,1,1,4,62946,0,1,1,4,1
1543,29,3,3,3,3,2,3,29656,1,0,0,4,0
1544,29,2,24,4,2,0,2,24207,1,0,0,3,2
1545,49,3,20,4,2,1,4,67568,0,0,0,2,4
1546,41,2,20,2,3,4,3,37938,1,0,0,1,4
1547,28,2,28,1,3,1,2,22196,0,1,0,0,3
1548,32,2,23,3,2,5,4,65751,0,0,0,2,4
1549,41,2,5,3,3,5,3,39433,1,1,0,1,2
1550,37,3,4,1,2,5,4,62574,1,0,0,1,4
1551,25,2,23,1,3,2,2,14831,0,0,0,0,0
1552,27,2,12,3,3,2,2,11530,0,0,1,1,1
1553,43,2,19,4,3,9,3,33491,0,1,0,3,1
1554,47,1,15,4,3,6,1,13638,0,1,0,1,4
1555,24,2,25,1,2,3,1,16089,0,0,0,3,4
1556,35,2,30,2,2,5,3,38943,1,0,0,1,4
1557,32,3,13,1,2,7,2,15996,0,0,1,4,4
1558,39,3,5,2,3,2,4,60407,0,1,1,1,0
1559,33,2,12,3,2,8,3,148723,1,0,0,3,2
1560,44,3,19,3,4,8,4,66183,1,1,0,1,0
1561,33,1,2,2,3,2,3,27030,1,0,0,1,0
1562,34,2,7,1,1,5,3,30857,1,1,1,1,0
1563,46,2,28,2,3,4,3,34841,0,0,0,3,1
1564,40,1,23,4,3,3,3,32398,1,0,1,1,0
1565,57,3,28,2,2,7,3,38532,1,0,0,0,4
1566,29,1,29,2,3,9,2,13227,1,0,1,0,0
1567,50,3,5,3,2,8,2,13262,0,1,0,3,4
1568,53,2,20,3,2,8,2,27869,0,0,0,4,2
1569,39,1,29,4,3,4,3,32569,1,0,0,0,1
1570,27,3,11,2,4,4,3,204467,1,0,0,2,2
1571,39,2,18,3,2,2,2,25524,0,0,0,0,2
1572,40,2,18,2,3,8,2,11988,0,0,0,2,1
1573,43,2,7,4,2,0,4,59674,1,0,0,3,4
1574,58,1,10,3,3,2,3,28140,1,0,0,4,4
1575,53,3,23,4,3,6,4,69994,1,0,0,2,4
1576,24,2,20,1,2,6,4,63272,1,0,0,2,1
1577,49,1,14,3,3,4,2,9406,0,0,0,0,0
1578,31,3,20,2,2,5,4,255110,0,0,1,2,3
1579,56,2,20,1,1,3,2,12396,1,0,0,3,0
1580,50,2,11,1,3,7,4,62964,0,0,0,3,0
1581,36,2,2,3,2,3,3,34464,1,0,0,3,2
1582,54,2,13,2,3,9,3,162172,0,0,0,0,3
1583,28,1,13,4,3,5,3,29337,0,1,0,4,4
1584,33,2,9,3,1,4,4,61161,1,1,0,0,0
1585,51,3,17,1,2,9,3,35082,1,1,1,3,1
1586,42,1,15,3,2,5,3,31156,0,0,0,0,0
1587,52,2,24,1,2,2,2,17631,1,0,0,3,4
1588,45,2,22,2,1,2,3,34455,1,0,0,1,0
1589,41,2,29,3,1,9,2,21351,0,0,0,1,2
1590,58,3,26,4,3,6,3,185591,0,1,0,2,2
1591,25,2,23,2,4,0,3,33748,1,0,1,4,0
1592,49,1,28,4,2,0,3,156447,0,0,0,1,2
1593,41,2,21,3,2,0,3,32958,1,1,0,3,1
1594,45,1,22,2,3,5,3,234940,0,0,1,0,3
1595,53,2,22,3,4,3,4,65969,0,1,1,0,0
1596,57,1,29,3,2,5,2,14596,0,0,0,2,1
1597,55,2,16,1,3,0,4,61587,1,0,1,0,1
1598,57,2,25,4,3,3,4,63018,0,0,1,1,1
1599,23,2,10,3,4,3,4,63639,0,0,0,0,4
1600,36,2,29,2,2,1,4,67648,1,0,0,1,0
1601,55,1,20,4,4,0,3,31191,1,1,0,1,0
1602,57,3,28,1,2,7,1,20300,1,1,0,4,0
1603,27,2,27,4,4,5,3,199310,1,1,0,2,3
1604,33,3,12,2,2,3,3,33099,0,0,0,3,1
1605,24,2,29,3,3,1,4,68376,1,0,0,1,0
1606,39,3,5,2,3,4,3,44544,1,0,0,2,2
1607,42,2,20,3,3,8,3,37265,0,0,0,3,4
1608,36,2,17,1,3,6,3,217013,1,0,0,0,3
1609,54,2,10,2,2,3,2,10005,0,0,0,2,4
1610,56,2,6,1,3,4,2,7063,1,0,0,2,1
1611,47,2,21,4,4,7,3,185474,0,0,0,2,2
1612,29,2,20,2,1,4,2,13312,0,0,0,0,1
1613,57,2,6,3,3,5,2,11032,0,0,0,0,0
1614,51,1,12,4,3,9,3,31453,1,0,1,2,4
1615,44,2,21,4,3,5,3,200945,0,0,0,4,2
1616,35,2,19,1,3,7,3,36114,1,0,0,1,4
1617,35,1,2,4,3,4,4,62087,1,0,0,0,3
1618,23,2,13,1,3,0,2,18332,1,0,0,4,2
1619,58,2,22,3,3,3,2,19678,0,1,0,0,3
1620,26,2,20,3,4,2,3,157841,1,0,0,2,2
1621,59,2,11,1,3,1,4,61477,0,0,0,4,0
1622,35,2,15,2,3,6,3,35338,1,0,0,3,4
1623,46,3,13,2,1,6,1,14179,1,0,0,1,4
1624,41,2,26,2,2,7,3,33049,0,0,0,1,1
1625,23,3,3,4,3,9,4,65517,1,0,0,0,2
1626,27,2,14,2,3,4,2,18559,0,0,0,1,2
1627,38,3,8,4,2,0,2,18331,1,0,0,3,3
1628,46,3,28,2,1,5,3,159854,0,0,1,4,2
1629,49,2,9,4,2,5,1,12585,0,0,0,4,4
1630,23,2,15,3,3,7,3,238489,1,0,0,2,2
1631,56,2,23,4,3,9,1,12790,1,0,0,4,1
1632,58,2,18,1,4,1,2,12359,0,0,0,0,1
1633,26,4,8,3,2,8,3,37313,0,0,1,3,4
1634,22,4,11,1,2,5,2,18429,1,0,1,2,4
1635,33,3,29,2,2,0,2,22647,1,0,0,0,4
1636,57,3,29,3,2,8,4,187270,0,0,1,0,2
1637,44,3,27,3,3,7,1,31659,0,0,1,0,2
1638,52,2,5,1,2,9,3,28108,1,0,0,1,0
1639,32,2,15,3,1,0,4,191943,1,1,0,0,3
1640,31,2,15,3,2,7,2,24329,1,0,1,1,2
1641,24,2,27,1,2,6,2,15043,0,1,1,4,0
1642,35,1,26,3,1,4,3,33027,1,0,1,1,0
1643,37,2,7,3,2,5,3,27131,0,0,1,0,1
1644,31,2,21,1,2,3,3,180601,1,0,1,3,2
1645,50,2,18,3,2,8,4,64900,1,0,0,3,0
1646,31,3,28,3,2,8,2,16399,0,0,0,4,1
1647,33,2,12,4,3,9,3,183763,0,0,0,0,3
1648,51,1,12,2,4,0,4,58085,0,0,0,1,1
1649,22,3,4,4,3,8,2,18502,1,0,0,3,3
1650,26,2,29,1,3,2,2,17012,0,0,1,2,4
1651,41,2,11,2,4,1,3,33988,0,0,1,0,4
1652,29,2,21,1,2,3,4,61510,1,0,0,0,1
1653,33,2,6,4,2,3,2,12833,1,0,0,2,4
1654,22,3,21,3,2,8,3,164386,1,0,1,3,2
1655,41,2,10,1,2,3,2,8782,1,1,1,2,1
1656,49,1,27,1,3,4,3,36098,0,0,0,4,0
1657,58,2,15,2,1,5,1,23636,1,0,0,1,2
1658,58,3,1,1,3,3,3,27411,0,0,0,1,1
1659,33,2,17,3,1,0,3,195855,0,1,0,3,3
1660,58,3,3,3,4,1,4,63684,0,0,1,2,4
1661,49,2,25,4,4,2,4,68898,0,0,1,0,4
1662,36,3,11,4,4,3,4,62996,1,1,0,0,4
1663,27,3,18,3,3,4,2,13260,1,0,0,0,1
1664,41,3,10,1,2,9,2,25446,1,0,1,4,2
1665,35,2,21,2,3,9,3,163492,0,0,0,4,3
1666,23,3,9,3,2,2,3,34674,1,0,0,0,4
1667,30,2,7,2,3,0,3,43880,0,1,1,3,2
1668,58,3,11,3,2,7,2,11641,1,0,0,4,0
1669,41,2,8,4,2,7,3,32303,1,0,0,4,0
1670,47,1,2,4,4,3,2,11403,1,0,0,1,3
1671,50,2,5,1,1,6,3,31909,0,0,0,1,4
1672,22,2,9,2,2,3,2,8957,0,0,1,3,0
1673,56,2,1,4,2,2,4,65431,1,0,0,4,2
1674,27,2,17,4,3,6,1,22177,0,0,0,4,2
1675,58,2,10,2,3,5,4,61276,1,1,1,2,0
1676,26,3,8,3,3,0,4,61831,0,0,0,3,4
1677,54,1,18,3,3,8,3,170172,0,0,1,3,3
1678,35,2,25,2,2,1,4,67447,1,0,1,2,4
1679,33,3,10,2,3,2,2,12073,0,0,0,2,1
1680,41,2,9,4,3,4,3,29039,1,1,1,1,0
1681,45,2,4,3,3,2,4,58418,0,0,0,3,1
1682,55,2,2,1,2,2,2,7876,1,0,0,3,0
1683,46,2,19,3,1,7,3,198019,0,0,1,2,3
1684,50,1,10,3,1,3,3,31375,1,1,0,0,4
1685,52,2,17,4,2,9,3,35522,0,1,0,0,4
1686,44,4,3,2,2,1,4,62496,0,0,0,1,0
1687,59,2,21,4,2,4,3,234429,0,0,0,0,2
1688,41,1,19,1,2,1,2,9528,0,1,0,0,1
1689,44,3,19,3,2,9,4,67083,0,1,1,0,4
1690,37,2,26,3,3,7,2,15074,1,0,1,4,4
1691,29,1,22,2,3,2,4,61314,1,0,0,1,0
1692,42,3,19,2,2,1,4,270482,1,0,1,2,2
1693,22,1,19,4,3,2,4,61645,0,0,0,0,1
1694,29,3,15,3,4,2,3,236878,1,0,0,4,2
1695,50,2,25,2,3,0,3,148253,0,1,1,0,2
1696,53,3,18,1,4,2,3,36986,0,0,1,4,0
1697,59,2,17,1,2,2,3,153413,1,0,1,1,2
1698,26,2,10,1,3,3,2,10982,1,0,0,0,1
1699,43,2,24,4,2,7,2,22275,1,0,0,4,3
1700,55,4,29,3,1,8,3,148761,1,0,1,3,3
1701,22,3,14,4,4,0,3,33412,1,0,1,3,1
1702,47,2,19,1,4,0,3,32658,1,0,0,4,0
1703,31,4,23,3,2,5,3,38379,0,0,1,0,4
1704,51,2,18,1,4,0,3,33730,0,0,0,0,0
1705,39,1,11,3,2,4,3,27418,1,0,0,1,1
1706,38,1,11,2,3,0,2,18330,1,0,0,1,2
1707,47,3,12,1,2,7,3,177541,1,0,0,2,3
1708,29,3,8,3,2,4,2,26137,0,1,0,1,2
1709,33,2,16,2,3,5,3,34796,0,0,0,0,0
1710,48,3,25,3,2,3,2,17125,1,1,1,2,1
1711,29,2,24,3,1,7,3,188380,1,0,0,1,3
1712,46,2,8,3,2,8,2,8403,0,0,0,4,1
1713,25,1,24,4,2,8,2,19659,0,0,1,3,3
1714,54,3,14,2,3,0,3,173075,1,0,1,1,3
1715,22,1,23,2,2,6,2,18656,0,0,1,1,3
1716,40,2,18,4,3,3,3,33660,1,0,1,4,0
1717,52,2,24,3,2,9,4,63392,1,0,0,0,1
1718,37,2,21,1,2,7,3,34531,0,0,1,4,4
1719,35,2,22,4,2,6,3,35617,0,0,0,1,4
1720,26,2,4,1,3,0,3,28720,1,0,0,0,4
1721,47,3,17,1,2,0,2,13039,0,0,0,2,1
1722,49,2,13,1,2,0,3,202963,1,0,0,1,2
1723,23,2,5,1,2,1,3,28381,0,1,0,4,1
1724,27,3,3,1,3,9,2,17525,1,0,1,2,3
1725,30,2,9,1,1,1,2,16984,0,0,1,3,2
1726,54,3,20,2,3,8,3,157471,0,0,1,2,3
1727,46,2,26,2,2,4,3,217521,1,0,0,4,3
1728,34,1,18,1,1,0,4,61008,0,0,1,2,1
1729,30,1,20,3,2,6,3,34173,0,0,0,4,4
1730,34,3,19,2,2,9,3,235440,0,1,0,1,2
1731,52,4,19,1,3,1,3,36894,1,0,1,0,0
1732,32,2,21,2,4,2,3,37992,0,1,0,3,4
1733,25,2,16,2,1,3,2,14549,0,0,0,0,0
