EmployeeID,Age,Gender,Department,EducationLevel,JobRole,YearsAtCompany,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,Overtime,PerformanceRating,Attrition,MonthlyIncome
1033,45,Female,Sales,4,Analyst,23,1,3,9,No,3,No,38787
1034,44,Male,IT,3,Specialist,24,3,2,5,No,2,Yes,20764
1035,29,Male,IT,3,Analyst,23,1,4,7,Yes,3,Yes,37795
1036,58,Male,HR,2,Specialist,23,1,2,4,No,3,No,35912
1037,24,Male,Sales,2,Specialist,11,2,3,9,No,3,No,31627
1038,54,Female,Sales,3,Executive,15,4,1,9,Yes,4,No,200431
1039,49,Male,HR,2,Analyst,2,1,1,7,No,2,No,9217
1040,29,Female,Finance,3,Executive,6,3,2,2,No,3,No,38630
1041,55,Male,HR,2,Clerk,21,3,2,6,No,3,No,32267
1042,56,Male,Sales,3,Specialist,11,2,3,0,Yes,2,No,12434
1043,53,Female,Finance,3,Manager,15,3,2,3,Yes,3,No,194681
1044,45,Male,IT,1,Specialist,9,4,2,4,No,3,No,32688
1045,35,Female,HR,1,Clerk,12,3,2,6,No,4,No,59245
1046,53,Female,Finance,3,Specialist,26,1,3,5,No,4,No,71036
1047,37,Male,Finance,2,Executive,27,3,1,5,No,3,No,186952
1048,25,Male,Finance,2,Analyst,4,3,2,1,No,3,No,30638
1049,58,Female,HR,2,Manager,28,1,3,1,Yes,3,Yes,164286
1050,42,Male,IT,1,Executive,23,1,4,1,No,3,Yes,171754
1051,35,Male,Finance,1,Analyst,27,1,3,9,Yes,2,No,16020
1052,52,Male,HR,3,Manager,24,1,3,7,No,3,No,195130
1053,39,Male,Sales,2,Clerk,14,2,1,6,No,3,No,29633
1054,28,Female,HR,2,Specialist,22,2,3,0,No,3,No,35862
1055,31,Male,HR,3,Manager,3,2,3,8,No,4,No,63263
1056,28,Male,HR,1,Clerk,27,4,4,7,No,2,No,13614
1057,54,Female,Finance,2,Analyst,21,3,2,8,Yes,3,No,33124
1058,44,Male,HR,3,Manager,17,4,4,3,No,3,No,161009
1059,42,Male,Sales,3,Clerk,30,3,2,4,No,3,No,36567
1060,40,Female,Finance,2,Analyst,13,1,3,4,No,1,No,10497
1061,40,Male,Sales,4,Executive,8,2,2,8,No,3,No,45645
1062,57,Female,Marketing,3,Specialist,12,4,2,7,Yes,2,No,13203
1063,50,Female,HR,1,Clerk,12,1,3,9,No,4,No,57956
1064,39,Male,Finance,1,Executive,12,1,2,5,No,4,No,176748
1065,23,Female,Finance,3,Analyst,27,2,3,9,Yes,2,Yes,17460
1066,22,Male,HR,2,Manager,2,2,3,9,No,2,Yes,12720
1067,26,Male,IT,1,Specialist,29,2,3,0,Yes,2,No,18539
1068,41,Female,IT,3,Analyst,10,1,2,6,No,2,No,14597
1069,32,Female,Sales,2,Clerk,23,2,4,8,No,2,No,13629
1070,23,Male,HR,2,Specialist,9,3,3,3,Yes,2,No,9933
1071,24,Female,HR,1,Executive,1,2,2,3,No,3,No,39703
1072,44,Female,Marketing,2,Specialist,29,3,3,4,No,3,Yes,37000
1073,33,Female,IT,2,Executive,4,3,2,7,Yes,3,No,35666
1074,41,Female,IT,2,Analyst,23,3,1,4,No,3,No,36513
1075,26,Male,HR,2,Manager,14,2,3,3,No,4,No,174814
1076,58,Male,Sales,2,Specialist,16,3,3,7,Yes,4,No,63872
1077,59,Female,HR,3,Manager,25,1,2,4,No,3,No,228177
1078,51,Male,Sales,3,Manager,18,2,2,7,No,1,Yes,23262
1079,30,Female,IT,2,Specialist,2,3,4,0,No,2,Yes,10002
1080,55,Male,Marketing,3,Specialist,6,1,2,2,Yes,2,No,14803
1081,56,Male,Finance,3,Manager,3,2,2,6,No,3,No,39155
1082,43,Male,IT,3,Clerk,20,2,4,0,No,3,No,34902
1083,45,Female,Sales,2,Clerk,19,1,2,4,No,3,No,31340
1084,38,Male,HR,1,Specialist,13,2,3,5,Yes,2,No,13572
1085,31,Female,IT,3,Manager,17,4,2,0,No,3,No,141750
1086,51,Male,Marketing,1,Manager,14,2,3,6,Yes,2,Yes,13131
1087,44,Male,Sales,1,Analyst,30,2,2,8,No,2,No,16717
1088,53,Male,HR,2,Manager,22,3,4,8,Yes,3,No,166751
1089,38,Female,Finance,4,Clerk,11,3,2,2,Yes,2,No,13239
1090,38,Male,Sales,2,Analyst,16,4,3,3,No,3,No,32375
1091,35,Male,HR,2,Clerk,11,4,4,0,Yes,4,No,60937
1092,30,Male,Finance,2,Executive,29,3,4,3,No,4,No,279971
1093,23,Male,HR,3,Specialist,18,4,2,4,No,2,Yes,17910
1094,46,Female,Finance,2,Executive,2,2,3,6,No,3,No,38907
1095,30,Female,Finance,2,Specialist,23,3,2,4,Yes,3,No,38330
1096,43,Male,Finance,2,Clerk,21,4,3,7,No,4,No,63761
1097,25,Female,HR,2,Clerk,8,3,2,6,No,4,No,58983
1098,47,Female,Finance,1,Executive,14,4,2,0,No,2,No,14789
1099,50,Male,Sales,1,Specialist,2,1,2,1,No,4,No,57930
1100,55,Female,Marketing,2,Specialist,13,2,3,6,No,2,No,12370
1101,44,Female,Marketing,2,Analyst,10,4,3,2,No,3,No,32709
1102,58,Male,Finance,3,Manager,8,2,2,1,Yes,3,No,37869
1103,32,Male,Marketing,1,Analyst,7,3,3,8,No,2,No,7021
1104,27,Female,Marketing,2,Clerk,13,1,4,9,No,4,No,59070
1105,39,Female,Finance,2,Executive,26,3,3,7,Yes,3,No,208071
1106,42,Male,Finance,1,Specialist,30,4,2,7,Yes,4,No,68375
1107,57,Male,Sales,2,Analyst,24,2,4,2,Yes,4,Yes,63603
1108,59,Male,IT,1,Executive,27,1,3,9,Yes,4,No,230002
1109,55,Female,HR,3,Executive,19,1,2,8,Yes,3,No,151362
1110,38,Female,Finance,2,Manager,24,4,3,7,Yes,3,No,236841
1111,58,Female,Finance,2,Specialist,15,3,2,1,Yes,3,Yes,33402
1112,46,Male,Marketing,1,Executive,22,1,3,6,No,3,No,233991
1113,59,Female,Sales,2,Specialist,2,1,4,7,No,2,No,12184
1114,33,Female,Marketing,2,Analyst,22,4,2,6,No,3,No,35079
1115,44,Male,Finance,2,Executive,5,4,2,8,No,3,No,39831
1116,43,Male,Finance,1,Executive,19,1,2,6,No,3,No,141096
1117,42,Female,Marketing,1,Analyst,1,2,2,6,No,4,No,56228
1118,48,Female,Finance,2,Specialist,7,3,3,0,No,2,No,9706
1119,52,Male,IT,2,Specialist,18,3,3,1,Yes,3,Yes,36617
1120,27,Female,HR,1,Executive,1,4,1,4,No,3,No,33221
1121,48,Male,HR,2,Analyst,1,2,3,0,No,3,No,27394
1122,55,Female,HR,2,Clerk,7,3,2,9,No,3,No,28004
1123,33,Female,IT,2,Specialist,28,3,4,6,Yes,2,No,17551
1124,28,Female,Finance,2,Clerk,17,4,2,4,No,4,No,62813
1125,31,Female,Marketing,2,Executive,25,2,3,4,Yes,4,No,225921
1126,38,Female,Sales,1,Clerk,6,2,1,7,No,2,No,5472
1127,47,Male,Finance,1,Clerk,20,2,2,8,No,2,No,10184
1128,42,Female,IT,2,Specialist,12,4,3,9,No,2,No,15584
1129,49,Male,IT,2,Executive,20,2,2,0,Yes,3,Yes,165994
1130,23,Male,HR,2,Clerk,15,2,4,9,No,3,No,30577
1131,22,Male,Finance,3,Specialist,13,3,3,3,Yes,2,No,15399
1132,57,Male,HR,3,Clerk,12,1,4,1,Yes,3,No,33398
1133,47,Female,Sales,2,Specialist,30,1,4,8,No,2,Yes,17889
1134,50,Male,HR,3,Executive,21,2,2,8,No,4,No,210651
1135,42,Female,Sales,2,Analyst,2,3,3,0,No,4,No,59293
1136,32,Female,IT,2,Specialist,21,3,3,2,No,4,No,67541
1137,32,Male,HR,4,Specialist,18,4,2,9,Yes,2,No,19825
1138,57,Female,HR,3,Clerk,28,4,3,7,No,3,No,37961
1139,56,Male,Marketing,4,Executive,4,2,3,1,No,2,No,19026
1140,55,Male,IT,1,Manager,10,3,3,1,No,3,No,34506
1141,45,Female,Marketing,1,Manager,11,1,1,1,No,2,Yes,16231
1142,43,Male,Sales,2,Analyst,30,1,3,4,No,3,No,38106
1143,26,Male,Sales,2,Executive,21,1,2,8,No,3,No,151811
1144,54,Female,IT,1,Specialist,6,2,3,6,No,3,No,30803
1145,57,Female,Sales,3,Manager,6,2,3,6,No,4,No,70277
1146,41,Male,IT,2,Analyst,9,2,2,1,No,3,No,30021
1147,40,Female,Sales,2,Executive,20,3,4,1,No,2,Yes,21184
1148,56,Female,Finance,2,Analyst,13,2,3,4,Yes,3,No,33065
1149,38,Female,HR,2,Manager,30,3,4,6,Yes,4,No,251039
1150,55,Male,Finance,1,Clerk,5,2,2,6,No,3,No,26944
1151,30,Female,IT,4,Clerk,6,1,3,8,Yes,3,No,31333
1152,47,Female,IT,2,Executive,4,1,3,2,No,4,No,67352
1153,23,Female,Finance,1,Analyst,6,2,3,0,No,3,No,29044
1154,30,Female,HR,3,Specialist,18,1,1,8,No,4,No,65093
1155,30,Male,HR,4,Manager,28,3,2,0,No,2,No,25473
1156,38,Male,Marketing,3,Clerk,13,3,4,7,Yes,3,No,33403
1157,22,Male,Sales,3,Clerk,23,2,2,4,No,2,No,16772
1158,46,Male,Marketing,2,Analyst,3,2,4,7,Yes,3,No,30440
1159,46,Female,HR,3,Clerk,30,4,2,6,No,2,No,16117
1160,56,Male,Finance,1,Analyst,10,2,4,8,No,2,No,8619
1161,24,Female,Sales,3,Manager,4,1,3,1,No,2,No,17114
1162,58,Female,Finance,2,Analyst,25,3,3,8,Yes,3,No,37373
1163,51,Male,Marketing,1,Clerk,15,3,2,9,No,2,No,10103
1164,59,Male,IT,2,Analyst,12,3,4,4,Yes,4,No,63252
1165,55,Female,Finance,2,Clerk,15,3,3,4,No,2,No,10064
1166,33,Female,Marketing,2,Executive,29,1,3,0,No,3,No,192232
1167,40,Male,Marketing,1,Clerk,21,2,1,5,Yes,1,No,10100
1168,58,Male,Marketing,3,Clerk,25,2,3,9,No,2,Yes,16035
1169,38,Female,IT,1,Clerk,26,3,3,9,No,4,No,61440
1170,31,Female,IT,2,Executive,29,4,2,9,No,4,Yes,240744
1171,33,Male,IT,3,Specialist,26,2,3,9,No,4,No,67443
1172,37,Female,Sales,2,Clerk,10,1,1,2,No,3,No,28328
1173,45,Male,IT,2,Specialist,12,2,4,9,No,2,No,12765
1174,40,Male,IT,1,Manager,26,1,4,2,No,2,No,20264
1175,29,Male,IT,2,Analyst,22,2,2,2,No,3,No,35395
1176,52,Male,Finance,4,Specialist,8,3,2,3,No,4,Yes,64538
1177,42,Male,IT,3,Manager,21,4,3,8,No,4,No,195141
1178,38,Male,Sales,3,Analyst,21,2,1,7,No,2,Yes,15023
1179,44,Male,Marketing,1,Clerk,3,2,2,5,No,3,Yes,25562
1180,58,Male,Finance,2,Clerk,7,1,2,7,No,2,No,7237
1181,37,Male,HR,1,Clerk,18,1,2,7,No,3,Yes,30083
1182,27,Female,IT,2,Executive,27,1,1,0,No,2,Yes,27206
1183,29,Male,Marketing,2,Executive,28,3,1,8,Yes,3,No,195784
1184,46,Male,Marketing,2,Executive,3,1,1,0,No,4,No,67151
1185,39,Female,Finance,2,Executive,15,4,3,1,No,3,No,142172
1186,46,Female,HR,2,Manager,2,3,3,8,No,2,No,14877
1187,33,Male,Sales,2,Manager,15,3,2,6,No,1,No,16516
1188,36,Female,Marketing,3,Clerk,13,2,3,9,No,3,Yes,31069
1189,47,Female,Marketing,2,Analyst,24,3,3,0,No,3,No,35744
1190,47,Female,Marketing,3,Executive,20,2,2,2,No,3,No,200407
1191,53,Male,Marketing,3,Analyst,10,2,3,0,No,2,No,14903
1192,31,Female,Finance,2,Manager,24,2,3,4,Yes,4,No,266791
1193,37,Male,HR,1,Executive,24,4,1,3,No,3,No,171991
1194,28,Female,Marketing,1,Manager,24,2,2,7,No,4,No,196391
1195,38,Female,Sales,2,Manager,24,2,3,8,No,3,No,230721
1196,44,Male,Sales,2,Specialist,8,2,3,3,No,2,No,9822
1197,47,Female,IT,3,Manager,16,1,2,2,Yes,2,No,20773
1198,42,Male,Marketing,4,Clerk,28,1,4,3,No,4,No,70229
1199,43,Female,Marketing,1,Manager,25,1,3,2,Yes,2,Yes,22396
1200,28,Male,Marketing,4,Executive,16,3,2,5,No,2,No,20945
1201,35,Male,Marketing,2,Clerk,2,2,1,0,No,2,Yes,7973
1202,36,Male,Marketing,3,Manager,9,3,2,1,Yes,3,No,39383
1203,28,Female,Sales,1,Clerk,8,3,2,7,No,4,Yes,55629
1204,30,Male,HR,1,Manager,11,1,2,2,No,4,No,173302
1205,29,Male,HR,2,Clerk,26,3,3,3,No,3,No,34092
1206,44,Male,IT,3,Analyst,1,3,3,0,No,4,Yes,58884
1207,50,Female,Sales,2,Specialist,30,3,2,2,No,2,No,18665
1208,39,Female,Marketing,1,Clerk,21,3,3,0,No,4,Yes,62083
1209,52,Male,HR,3,Executive,11,3,1,9,No,3,No,218487
1210,51,Male,Finance,3,Specialist,18,1,2,4,No,3,No,37229
1211,56,Male,Finance,1,Specialist,26,3,3,0,No,2,No,16136
1212,39,Male,Finance,3,Manager,21,2,2,8,Yes,1,No,19541
1213,38,Male,Marketing,2,Clerk,29,3,3,6,No,3,No,34652
1214,35,Female,Marketing,2,Specialist,15,2,4,7,No,2,No,14795
1215,52,Male,IT,2,Executive,24,4,3,8,No,3,Yes,168522
1216,45,Male,IT,2,Executive,9,2,2,9,Yes,2,Yes,16088
1217,56,Male,IT,2,Executive,9,3,2,7,Yes,2,No,22997
1218,55,Female,Finance,2,Manager,1,3,1,2,No,4,No,66052
1219,24,Female,Marketing,2,Analyst,7,4,3,6,Yes,4,No,61750
1220,58,Female,Finance,3,Clerk,12,3,3,6,No,4,No,62421
1221,47,Male,IT,3,Specialist,27,1,3,6,No,3,No,37384
1222,44,Male,Marketing,2,Clerk,24,4,3,7,No,3,No,32795
1223,36,Male,Sales,1,Specialist,10,3,3,3,Yes,4,Yes,60883
1224,25,Male,HR,2,Manager,19,3,3,5,No,3,No,186253
1225,50,Female,HR,3,Clerk,29,4,2,1,No,3,No,37927
1226,43,Female,IT,2,Manager,16,2,3,6,Yes,2,Yes,15862
1227,46,Female,Finance,2,Manager,6,2,3,8,No,2,No,15148
1228,34,Female,Sales,2,Clerk,11,3,2,4,No,4,No,61186
1229,39,Male,Marketing,2,Clerk,19,3,4,3,No,3,No,33259
1230,54,Female,Finance,2,Specialist,25,2,4,1,Yes,3,No,37577
1231,37,Male,IT,3,Executive,29,3,3,6,Yes,1,No,31443
1232,23,Male,Finance,2,Manager,19,2,3,1,No,2,No,21484
1233,56,Female,IT,2,Analyst,18,3,2,1,No,3,No,34859
1234,55,Male,HR,2,Specialist,25,4,2,8,No,3,No,39359
1235,51,Male,HR,3,Specialist,15,1,2,1,Yes,3,No,38061
1236,34,Male,Finance,2,Executive,27,3,3,9,No,3,Yes,166138
1237,34,Female,Sales,2,Executive,29,3,2,2,No,3,No,195584
1238,39,Female,Marketing,2,Manager,16,2,2,2,No,4,No,246084
1239,53,Male,IT,3,Specialist,14,2,3,1,No,4,Yes,66244
1240,53,Female,Marketing,1,Specialist,8,1,2,9,No,1,Yes,11954
1241,56,Male,HR,2,Analyst,8,3,1,2,Yes,3,No,30346
1242,50,Male,Sales,3,Manager,2,2,2,8,No,3,Yes,38833
1243,50,Female,Sales,4,Manager,6,2,2,2,Yes,3,No,42059
1244,37,Female,Marketing,2,Executive,13,2,2,4,No,3,No,153357
1245,31,Female,HR,4,Manager,13,2,2,6,No,2,No,19423
1246,51,Male,Marketing,2,Analyst,21,3,2,0,No,3,No,35987
1247,46,Female,Finance,2,Manager,30,3,2,0,No,3,No,230744
1248,41,Female,Sales,2,Clerk,12,2,2,9,Yes,4,No,58709
1249,26,Female,Sales,1,Clerk,2,3,4,1,Yes,1,No,5847
1250,22,Male,Finance,2,Analyst,21,3,2,0,No,2,No,13091
1251,51,Female,HR,2,Executive,20,2,3,0,No,3,No,181532
1252,24,Female,Sales,3,Specialist,25,1,2,9,No,3,No,37486
1253,35,Male,IT,3,Manager,12,4,2,3,No,3,No,188805
1254,51,Male,IT,2,Executive,17,3,2,9,No,4,Yes,195631
1255,25,Male,HR,2,Executive,6,3,4,2,Yes,3,Yes,38773
1256,39,Female,Finance,1,Manager,7,1,2,0,Yes,3,No,32864
1257,58,Female,Marketing,2,Specialist,28,4,3,2,Yes,4,No,67882
1258,46,Female,HR,2,Manager,6,3,3,0,No,3,No,35789
1259,22,Female,Marketing,2,Specialist,21,4,2,2,No,3,Yes,37105
1260,36,Female,HR,2,Analyst,28,4,4,3,No,3,No,36095
1261,30,Male,IT,2,Specialist,4,4,2,7,No,3,Yes,28791
1262,36,Male,Finance,3,Executive,21,4,1,2,No,3,No,171220
1263,45,Male,IT,3,Analyst,9,1,2,2,No,2,No,12002
1264,25,Male,Finance,2,Clerk,5,4,2,8,No,3,Yes,28840
1265,33,Male,Marketing,2,Analyst,10,1,1,8,No,2,No,10243
1266,58,Female,HR,2,Specialist,15,4,3,5,No,4,No,62526
1267,58,Male,Sales,1,Analyst,8,2,2,9,No,2,No,10299
1268,27,Male,Sales,1,Analyst,23,3,3,3,Yes,2,Yes,11214
1269,45,Male,Finance,1,Clerk,4,1,1,9,No,3,No,25630
1270,32,Male,Finance,1,Specialist,26,3,4,4,No,3,No,34368
1271,34,Female,IT,1,Executive,5,1,2,8,No,3,No,38337
1272,55,Female,Sales,2,Analyst,7,2,3,0,Yes,3,No,30698
1273,46,Female,IT,1,Manager,6,4,3,6,Yes,4,No,66006
1274,28,Male,Marketing,2,Executive,13,3,2,6,Yes,3,No,157594
1275,25,Female,Sales,4,Analyst,19,1,2,9,Yes,3,No,37576
1276,29,Female,Marketing,3,Executive,10,2,2,0,No,4,No,74670
1277,41,Female,HR,1,Manager,15,1,2,0,Yes,2,Yes,18318
1278,50,Male,IT,2,Executive,3,3,2,8,No,4,No,63058
1279,31,Female,Finance,3,Executive,18,4,3,6,No,3,No,193739
1280,55,Female,Sales,1,Manager,14,3,2,3,No,4,No,187455
1281,47,Female,IT,3,Manager,3,2,3,8,Yes,2,No,13664
1282,24,Female,Finance,2,Manager,11,2,1,4,No,4,No,198796
1283,27,Male,HR,3,Clerk,10,4,3,2,Yes,3,No,30243
1284,26,Female,Sales,3,Manager,29,2,2,1,Yes,3,No,236423
1285,26,Male,Marketing,2,Executive,17,3,2,8,No,3,No,196276
1286,44,Female,HR,2,Manager,13,2,1,3,No,4,No,222999
1287,30,Male,Finance,2,Analyst,25,3,2,6,Yes,3,No,34280
1288,56,Male,Sales,1,Manager,2,4,3,0,No,3,Yes,29393
1289,41,Male,Sales,2,Manager,28,2,3,8,Yes,3,Yes,171027
1290,56,Female,HR,1,Specialist,13,3,3,8,No,2,No,11680
1291,39,Male,Sales,1,Executive,19,3,3,9,No,2,No,23982
1292,38,Female,Finance,2,Executive,5,2,4,5,No,3,No,40211
1293,45,Female,HR,3,Analyst,16,2,3,5,Yes,2,No,15235
1294,24,Male,Marketing,1,Clerk,10,3,2,5,No,4,No,57641
1295,53,Male,HR,2,Specialist,12,1,2,4,No,3,No,33958
1296,56,Male,HR,2,Analyst,20,4,1,0,Yes,3,No,35856
1297,59,Female,Marketing,2,Analyst,13,1,3,3,No,2,No,12967
1298,34,Female,Finance,1,Executive,21,1,2,9,No,3,No,236867
1299,46,Male,IT,4,Specialist,16,2,3,0,No,4,No,67716
1300,30,Male,IT,2,Executive,22,1,2,4,No,3,Yes,163212
1301,25,Female,Marketing,2,Clerk,21,2,3,3,Yes,3,Yes,32269
1302,35,Female,Finance,1,Executive,26,2,4,7,No,2,No,20154
1303,58,Female,Sales,2,Manager,1,3,2,0,No,3,No,30413
1304,55,Female,Marketing,3,Executive,22,4,3,7,Yes,3,No,238290
1305,32,Male,IT,2,Manager,9,3,3,7,No,2,Yes,16002
1306,24,Male,Finance,2,Analyst,16,1,4,0,No,3,No,32602
1307,49,Male,HR,1,Clerk,19,4,2,8,No,4,Yes,59735
1308,50,Male,Finance,4,Manager,15,2,3,8,No,2,No,18893
1309,30,Male,Finance,1,Clerk,18,2,2,5,No,3,No,31164
1310,24,Male,IT,3,Executive,22,2,3,0,Yes,4,Yes,261822
1311,46,Male,IT,2,Executive,12,2,3,6,Yes,4,No,245620
1312,55,Female,Sales,2,Analyst,14,4,3,6,No,2,No,12134
1313,33,Female,Sales,2,Executive,3,2,2,8,No,3,No,34425
1314,30,Female,Marketing,1,Manager,4,3,3,0,No,4,No,64967
1315,36,Female,HR,2,Analyst,6,2,2,7,No,2,No,8029
1316,46,Male,Sales,2,Clerk,16,3,2,7,No,3,Yes,30155
1317,26,Female,IT,1,Analyst,28,3,3,6,No,3,No,34871
1318,32,Male,Finance,3,Clerk,13,2,3,5,Yes,3,No,31399
1319,55,Female,Marketing,1,Specialist,12,3,4,0,No,3,No,32715
1320,45,Male,Sales,2,Manager,22,3,3,9,No,4,Yes,247179
1321,36,Female,Finance,2,Manager,12,3,1,7,No,2,Yes,15765
1322,59,Male,Finance,1,Clerk,2,3,2,4,Yes,3,No,26208
1323,29,Male,Sales,2,Executive,29,3,1,3,No,3,Yes,195013
1324,26,Female,HR,2,Executive,13,1,2,4,No,2,No,21469
1325,47,Male,HR,2,Specialist,3,3,2,4,Yes,2,No,11701
1326,39,Female,Marketing,2,Clerk,13,2,2,9,No,4,No,59162
1327,27,Female,HR,2,Specialist,25,2,2,2,No,3,No,38931
1328,58,Female,Marketing,3,Clerk,2,4,3,3,No,3,No,28121
1329,34,Female,IT,2,Specialist,19,1,3,3,No,3,No,36433
1330,49,Female,Sales,2,Clerk,9,2,3,7,Yes,2,No,8856
1331,26,Male,Finance,3,Manager,20,1,2,4,No,3,Yes,219091
1332,34,Female,Marketing,1,Specialist,1,1,2,5,Yes,2,No,6283
1333,38,Female,HR,2,Specialist,27,2,2,9,No,3,Yes,36659
1334,53,Female,Marketing,2,Clerk,13,4,2,1,Yes,2,No,11602
1335,50,Male,Marketing,3,Analyst,2,2,3,8,No,4,No,61503
1336,24,Female,HR,4,Analyst,15,3,2,7,Yes,3,Yes,36763
1337,55,Female,HR,3,Manager,19,1,3,7,Yes,3,No,158310
1338,48,Female,Sales,2,Executive,25,3,4,9,No,3,No,234627
1339,34,Male,Finance,2,Executive,25,4,2,4,No,2,No,23997
1340,54,Male,Sales,2,Manager,16,2,2,4,No,4,No,174870
1341,27,Male,Sales,2,Executive,11,4,4,2,Yes,2,Yes,19348
1342,45,Female,HR,4,Clerk,15,4,3,1,No,3,No,34006
1343,40,Female,HR,1,Analyst,6,3,3,8,No,2,No,7991
1344,37,Male,Finance,2,Manager,14,2,3,5,No,4,Yes,168468
1345,49,Male,Marketing,3,Clerk,27,3,1,7,No,3,No,37688
1346,54,Male,Sales,3,Manager,6,4,1,3,Yes,2,No,20263
1347,34,Male,Finance,1,Analyst,19,1,2,4,Yes,3,No,33156
1348,46,Female,Sales,1,Executive,5,2,2,9,No,4,No,64214
1349,57,Female,Marketing,2,Clerk,11,2,2,4,No,3,No,30959
1350,48,Male,Sales,2,Analyst,4,2,2,9,No,3,No,28642
1351,59,Female,IT,2,Manager,26,4,3,3,No,2,No,20439
1352,28,Male,Finance,2,Specialist,26,2,3,1,No,2,No,18957
1353,26,Female,HR,4,Clerk,28,2,2,5,No,2,No,18494
1354,52,Male,Sales,2,Manager,9,3,1,3,No,3,Yes,34618
1355,44,Male,Finance,2,Manager,9,2,3,3,No,3,No,38621
1356,31,Male,Finance,2,Analyst,17,2,2,9,Yes,4,No,62043
1357,53,Female,Sales,1,Manager,8,3,3,2,Yes,3,No,37188
1358,51,Female,HR,2,Clerk,15,2,3,7,No,2,No,9616
1359,52,Female,HR,3,Clerk,9,2,3,5,No,3,No,32257
1360,39,Male,Sales,3,Manager,5,1,2,8,Yes,3,No,39139
1361,57,Male,Finance,1,Analyst,4,3,3,4,Yes,3,No,26423
1362,23,Male,HR,3,Clerk,26,4,2,5,No,3,Yes,37402
1363,35,Female,Sales,2,Specialist,20,4,2,8,No,1,No,13988
1364,34,Male,Sales,2,Executive,18,2,2,3,No,2,Yes,25336
1365,50,Female,Sales,1,Analyst,9,3,4,9,No,3,No,29297
1366,33,Female,Finance,3,Analyst,21,4,2,6,No,2,No,17122
1367,23,Female,HR,1,Executive,27,2,4,9,No,3,No,195098
1368,53,Male,Finance,2,Executive,3,4,1,9,Yes,3,No,40060
1369,34,Male,IT,3,Clerk,22,4,1,5,No,4,No,65927
1370,48,Male,HR,1,Manager,9,2,3,5,Yes,4,No,67646
1371,38,Female,Finance,2,Manager,9,2,2,5,No,4,Yes,64436
1372,52,Female,HR,1,Specialist,28,1,2,3,No,4,No,66513
1373,55,Male,IT,2,Manager,29,1,2,9,Yes,4,No,245737
1374,45,Male,Marketing,2,Specialist,21,4,2,5,Yes,3,No,33815
1375,56,Female,Sales,2,Specialist,24,4,2,6,Yes,4,Yes,67239
1376,27,Female,Finance,3,Analyst,4,1,3,1,No,3,No,32635
1377,40,Male,IT,2,Analyst,21,3,3,8,Yes,4,No,64337
1378,51,Female,IT,1,Clerk,7,3,4,6,No,2,No,5218
1379,28,Male,HR,2,Executive,7,2,3,2,No,3,No,37248
1380,31,Male,HR,3,Executive,29,3,3,9,No,4,No,180473
1381,53,Female,Sales,4,Specialist,23,4,3,9,No,3,No,41886
1382,55,Female,HR,1,Executive,8,1,3,6,No,2,No,19690
1383,49,Female,Finance,2,Specialist,27,1,2,9,No,3,No,37581
1384,36,Male,Finance,3,Executive,21,1,2,9,Yes,3,No,242039
1385,51,Female,Finance,3,Clerk,1,2,3,4,Yes,3,No,27967
1386,58,Male,Marketing,2,Analyst,27,2,2,8,No,3,Yes,35536
1387,50,Male,Finance,2,Analyst,9,2,4,5,No,2,No,11076
1388,43,Female,HR,2,Specialist,25,3,3,6,Yes,4,No,64602
1389,25,Male,HR,1,Executive,23,3,2,3,No,3,No,172996
1390,41,Female,Finance,3,Manager,12,2,3,1,No,2,No,19285
1391,53,Female,IT,1,Clerk,6,2,2,3,No,4,No,56726
1392,57,Male,IT,2,Executive,13,4,4,8,No,3,No,229472
1393,25,Male,IT,2,Manager,29,4,4,2,No,3,No,210264
1394,48,Male,Sales,2,Clerk,5,2,3,6,No,4,Yes,58105
1395,38,Male,Marketing,2,Clerk,21,2,2,3,No,4,No,61348
1396,33,Female,Finance,2,Analyst,19,4,2,2,No,3,No,31818
1397,43,Female,Sales,2,Specialist,26,1,3,4,No,1,No,19747
1398,38,Male,IT,2,Executive,1,2,3,1,No,2,No,21917
1399,31,Male,Finance,2,Clerk,22,2,2,9,Yes,4,No,62067
1400,22,Female,Sales,3,Executive,24,1,2,3,Yes,4,No,191886
1401,43,Female,HR,4,Clerk,30,1,1,6,No,3,No,39318
1402,47,Male,IT,2,Analyst,18,2,3,1,No,3,No,32023
1403,39,Male,Sales,3,Specialist,8,3,3,9,Yes,3,No,35518
1404,35,Female,HR,2,Manager,24,4,1,5,Yes,4,No,221472
1405,50,Male,IT,2,Manager,26,4,2,4,Yes,3,Yes,166903
1406,33,Male,Marketing,4,Analyst,8,1,3,2,No,3,No,35212
1407,57,Female,IT,2,Clerk,26,2,3,4,No,3,No,34763
1408,56,Female,Marketing,1,Analyst,15,3,3,9,No,2,No,9816
1409,33,Female,Marketing,4,Specialist,19,3,3,6,No,2,Yes,17198
1410,28,Female,Marketing,3,Manager,10,2,2,2,No,3,No,36700
1411,50,Female,Finance,2,Executive,24,2,2,7,No,3,No,147265
1412,32,Male,Finance,4,Manager,16,2,4,6,No,4,No,198624
1413,54,Male,Marketing,2,Specialist,11,2,4,3,No,3,No,31188
1414,27,Male,HR,2,Clerk,12,1,3,4,No,2,No,9291
